UID	TIME	A	B	C	D	E	F
double	double	double	double	double	double	double	double
33	115	36.125000	0.189412	6.170623	-0.524892	0.008270	0.006025
33	116	36.375000	0.189412	6.047284	-0.521910	0.008854	0.006919
33	117	36.625000	0.189412	5.924634	-0.518718	0.009800	0.007801
33	118	36.125000	0.189412	6.193456	-0.526394	0.008003	0.005840
33	119	36.000000	0.189412	6.267098	-0.528592	0.007984	0.005290
33	120	36.250000	0.189412	6.142954	-0.525867	0.008476	0.006199
34	1	44.625000	0.415355	3.263946	-0.281002	0.011509	0.018651
34	2	44.875000	0.415355	3.192062	-0.278110	0.007027	0.018965
34	3	44.500000	0.415355	3.295552	-0.285212	0.009356	0.018359
34	4	44.625000	0.415355	3.258074	-0.283872	0.013365	0.018495
34	5	45.375000	0.415355	3.047049	-0.273156	0.009531	0.019501
34	6	46.000000	0.415355	2.875629	-0.265622	0.009039	0.020230
34	7	46.125000	0.415355	2.839134	-0.264268	0.012810	0.020319
34	8	44.375000	0.415355	3.322820	-0.291492	0.003864	0.017904
34	9	44.625000	0.415355	3.248384	-0.288684	0.011469	0.018244
34	10	43.125000	0.415355	3.692577	-0.305708	0.006685	0.015773
34	11	43.250000	0.415355	3.653764	-0.305126	0.010508	0.015927
34	12	43.125000	0.415355	3.691509	-0.308330	0.007727	0.015648
34	13	42.750000	0.415355	3.807784	-0.312702	0.005623	0.014922
34	14	44.500000	0.415355	3.275301	-0.294874	0.006241	0.017773
34	15	43.250000	0.415355	3.651127	-0.310238	0.008566	0.015692
34	16	43.125000	0.415355	3.689564	-0.313432	0.011166	0.015393
34	17	43.500000	0.415355	3.572249	-0.308474	0.012611	0.016024
34	18	44.250000	0.415355	3.342600	-0.301014	0.008991	0.017181
34	19	44.875000	0.415355	3.153646	-0.296490	0.012274	0.018105
34	20	45.000000	0.415355	3.114160	-0.294994	0.014078	0.018238
34	21	44.125000	0.415355	3.375429	-0.305528	0.008848	0.016826
34	22	44.500000	0.415355	3.259500	-0.303526	0.001558	0.017354
34	23	42.125000	0.415355	4.011816	-0.329581	0.006472	0.013200
34	24	41.750000	0.415355	4.137406	-0.333870	0.006157	0.012440
34	25	40.000000	0.415355	4.734741	-0.344175	0.001755	0.009005
34	26	41.250000	0.415355	4.308822	-0.339249	0.006287	0.011368
34	27	42.500000	0.415355	3.891062	-0.329958	0.006634	0.013653
34	28	43.250000	0.415355	3.644475	-0.327164	0.009840	0.014855
34	29	42.500000	0.415355	3.892379	-0.332424	0.006754	0.013501
34	30	43.000000	0.415355	3.726650	-0.332680	0.003155	0.014299
34	31	43.250000	0.415355	3.643415	-0.331005	0.010395	0.014664
34	32	45.125000	0.415355	3.043085	-0.305544	0.005054	0.017724
34	33	45.375000	0.415355	2.963581	-0.304458	0.008295	0.018027
34	34	44.750000	0.415355	3.153380	-0.314802	0.018246	0.017001
34	35	45.500000	0.415355	2.918465	-0.305454	0.012054	0.018093
34	36	45.750000	0.415355	2.838845	-0.301452	0.008665	0.018390
34	37	44.625000	0.415355	3.185973	-0.322354	0.008097	0.016587
34	38	44.125000	0.415355	3.346892	-0.330775	0.010391	0.015715
34	39	44.750000	0.415355	3.140761	-0.322362	0.010584	0.016666
34	40	46.750000	0.415355	2.525454	-0.288396	0.006897	0.019361
34	41	47.250000	0.415355	2.377107	-0.280650	0.012695	0.019791
34	42	49.625000	0.415355	1.763077	-0.230962	0.016785	0.021044
34	43	49.875000	0.415355	1.697483	-0.223612	0.017736	0.020892
34	44	50.625000	0.415355	1.526891	-0.207396	0.011421	0.020826
34	45	52.125000	0.415355	1.228997	-0.175220	0.012812	0.020215
34	46	52.500000	0.415355	1.154549	-0.168590	0.008842	0.019964
34	47	53.625000	0.415355	0.966306	-0.147780	0.010001	0.019115
34	48	53.500000	0.415355	0.974613	-0.149850	0.007185	0.019104
34	49	53.250000	0.415355	1.002046	-0.153786	0.013274	0.019092
34	50	53.750000	0.415355	0.916763	-0.144992	0.010038	0.018687
34	51	54.125000	0.415355	0.853086	-0.137240	0.015297	0.018182
34	52	52.625000	0.415355	1.069412	-0.165306	0.015466	0.019171
34	53	52.875000	0.415355	1.017626	-0.160694	0.012352	0.018946
34	54	53.000000	0.415355	0.986434	-0.158722	0.009222	0.018807
34	55	53.125000	0.415355	0.955350	-0.155828	0.013657	0.018591
34	56	52.500000	0.415355	1.045119	-0.168740	0.014334	0.018890
34	57	53.625000	0.415355	0.857211	-0.145878	0.009227	0.017933
34	58	55.750000	0.415355	0.579527	-0.107128	0.005409	0.015555
34	59	58.500000	0.415355	0.330661	-0.068560	0.008384	0.011956
34	60	57.625000	0.415355	0.385272	-0.077584	0.007983	0.012756
34	61	57.500000	0.415355	0.385159	-0.078614	0.006896	0.012791
34	62	57.875000	0.415355	0.346801	-0.072620	0.008728	0.012041
34	63	58.875000	0.415355	0.271618	-0.059184	0.005031	0.010459
34	64	62.750000	0.415355	0.106094	-0.025874	0.003784	0.005742
34	65	62.375000	0.415355	0.111456	-0.027236	0.002960	0.005894
34	66	63.375000	0.415355	0.082779	-0.021390	0.002216	0.004893
34	67	62.750000	0.415355	0.092835	-0.023964	0.003168	0.005287
34	68	63.000000	0.415355	0.083040	-0.022232	0.001248	0.004930
34	69	61.750000	0.415355	0.109505	-0.027644	0.003720	0.005732
34	70	60.250000	0.415355	0.152985	-0.037640	0.003593	0.007090
34	71	56.000000	0.415355	0.399000	-0.089438	0.008777	0.012351
34	72	56.750000	0.415355	0.325596	-0.075082	0.008081	0.010978
34	73	57.375000	0.415355	0.270818	-0.064594	0.009048	0.009856
34	74	57.375000	0.415355	0.260495	-0.062430	0.011423	0.009483
34	75	56.375000	0.415355	0.318268	-0.076458	0.009080	0.010675
34	76	57.500000	0.415355	0.231971	-0.057038	0.007944	0.008693
34	77	56.250000	0.415355	0.302355	-0.076314	0.008888	0.010411
34	78	57.750000	0.415355	0.194690	-0.051514	0.007560	0.007881
34	79	58.875000	0.415355	0.139740	-0.036866	0.007920	0.006162
34	80	59.500000	0.415355	0.118849	-0.030770	0.003592	0.005400
34	81	60.250000	0.415355	0.097454	-0.026098	0.004080	0.004795
34	82	59.875000	0.415355	0.107749	-0.028678	0.003392	0.005144
34	83	58.500000	0.415355	0.154457	-0.040828	0.005968	0.006619
34	84	55.625000	0.415355	0.330905	-0.086352	0.013841	0.010988
34	85	57.000000	0.415355	0.229948	-0.060526	0.009240	0.008695
34	86	57.125000	0.415355	0.222547	-0.058598	0.010232	0.008500
34	87	57.750000	0.415355	0.188712	-0.050304	0.003344	0.007709
34	88	57.125000	0.415355	0.222644	-0.058622	0.010295	0.008502
34	89	58.375000	0.415355	0.159848	-0.042192	0.007521	0.006745
34	90	58.875000	0.415355	0.140078	-0.036952	0.007912	0.006176
34	91	59.125000	0.415355	0.131231	-0.034116	0.007672	0.005800
34	92	59.500000	0.415355	0.119162	-0.030850	0.003608	0.005414
34	93	58.500000	0.415355	0.154796	-0.040914	0.005976	0.006633
34	94	58.625000	0.415355	0.149792	-0.039614	0.007064	0.006482
34	95	59.375000	0.415355	0.123144	-0.031734	0.005368	0.005503
34	96	58.500000	0.415355	0.154898	-0.040944	0.005967	0.006637
34	97	59.000000	0.415355	0.135769	-0.035556	0.006560	0.005977
34	98	61.500000	0.415355	0.069258	-0.019830	0.002128	0.003933
34	99	60.375000	0.415355	0.094613	-0.025418	0.003856	0.004708
34	100	62.625000	0.415355	0.049756	-0.014756	0.001568	0.003126
34	101	62.125000	0.415355	0.057746	-0.017116	0.002752	0.003508
34	102	64.250000	0.415355	0.030039	-0.009740	0.001312	0.002255
34	103	62.125000	0.415355	0.057772	-0.017124	0.002816	0.003508
34	104	62.000000	0.415355	0.059958	-0.017666	0.002672	0.003607
34	105	60.375000	0.415355	0.094738	-0.025452	0.003864	0.004714
34	106	60.625000	0.415355	0.081757	-0.024232	0.002104	0.004511
34	107	60.000000	0.415355	0.087839	-0.025792	0.003160	0.004571
34	108	58.750000	0.415355	0.115862	-0.034446	0.004328	0.005520
34	109	59.750000	0.415355	0.076835	-0.024166	0.005312	0.004151
34	110	62.375000	0.415355	0.027258	-0.010088	0.002184	0.002004
34	111	61.625000	0.415355	0.028848	-0.010498	0.001360	0.002010
34	112	62.375000	0.415355	0.018040	-0.006636	0.001936	0.001327
34	113	62.625000	0.415355	0.012960	-0.005498	0.001400	0.001097
34	114	61.000000	0.415355	0.020113	-0.008440	0.004216	0.001506
34	115	61.000000	0.415355	0.017402	-0.007284	0.001224	0.001290
34	116	63.500000	0.415355	0.003607	-0.002096	0.000944	0.000420
34	117	63.750000	0.415355	0.002417	-0.001566	0.000192	0.000324
34	118	63.875000	0.415355	0.001653	-0.000876	0.000152	0.000181
34	119	63.750000	0.415355	0.001293	-0.000840	0.000192	0.000177
34	120	61.625000	0.415355	0.003020	-0.001754	0.001264	0.000307
35	1	45.250000	0.152037	1.301579	-0.318088	0.015534	0.016656
35	2	45.125000	0.152037	1.343226	-0.322672	0.023332	0.016803
35	3	45.250000	0.152037	1.304781	-0.319492	0.015827	0.016640
35	4	45.750000	0.152037	1.151230	-0.299732	0.030847	0.015949
35	5	45.750000	0.152037	1.152396	-0.300658	0.030463	0.015926
35	6	46.000000	0.152037	1.079721	-0.288974	0.031315	0.015611
35	7	45.875000	0.152037	1.117296	-0.296412	0.032405	0.015737
35	8	45.500000	0.152037	1.233156	-0.314300	0.032044	0.016183
35	9	44.750000	0.152037	1.481649	-0.344214	0.021014	0.017084
35	10	45.125000	0.152037	1.357214	-0.328904	0.027031	0.016668
35	11	45.000000	0.152037	1.400625	-0.336120	0.031056	0.016746
35	12	45.500000	0.152037	1.239167	-0.318450	0.027271	0.016070
35	13	46.125000	0.152037	1.049729	-0.289912	0.034710	0.015238
35	14	46.625000	0.152037	0.911264	-0.267164	0.028969	0.014485
35	15	46.375000	0.152037	0.980018	-0.279264	0.029749	0.014827
35	16	45.750000	0.152037	1.165991	-0.311856	0.031101	0.015659
35	17	45.875000	0.152037	1.128584	-0.307194	0.025514	0.015474
35	18	45.875000	0.152037	1.129776	-0.308232	0.025861	0.015451
35	19	45.875000	0.152037	1.130983	-0.309362	0.026010	0.015429
35	20	46.125000	0.152037	1.055936	-0.299326	0.031349	0.015026
35	21	46.625000	0.152037	0.913872	-0.273552	0.018078	0.014280
35	22	46.625000	0.152037	0.914223	-0.274560	0.018918	0.014250
35	23	46.125000	0.152037	1.058738	-0.303074	0.032935	0.014932
35	24	46.000000	0.152037	1.098156	-0.310068	0.024777	0.015082
35	25	46.125000	0.152037	1.060670	-0.305730	0.032589	0.014868
35	26	46.375000	0.152037	0.986779	-0.291550	0.036200	0.014486
35	27	46.500000	0.152037	0.951310	-0.285714	0.032359	0.014288
35	28	46.125000	0.152037	1.063638	-0.309810	0.033463	0.014776
35	29	46.750000	0.152037	0.881775	-0.277128	0.029674	0.013838
35	30	47.000000	0.152037	0.814013	-0.265078	0.035032	0.013389
35	31	46.750000	0.152037	0.882262	-0.279436	0.027113	0.013771
35	32	46.625000	0.152037	0.917913	-0.285498	0.023448	0.013938
35	33	47.000000	0.152037	0.813915	-0.268264	0.036058	0.013283
35	34	46.625000	0.152037	0.918692	-0.287934	0.023631	0.013865
35	35	47.125000	0.152037	0.780474	-0.263462	0.041000	0.012992
35	36	47.000000	0.152037	0.813926	-0.271748	0.027776	0.013175
35	37	47.250000	0.152037	0.747364	-0.258556	0.038743	0.012689
35	38	47.500000	0.152037	0.683728	-0.247000	0.031791	0.012212
35	39	47.375000	0.152037	0.714455	-0.254450	0.034456	0.012383
35	40	47.625000	0.152037	0.651707	-0.242340	0.031479	0.011915
35	41	47.375000	0.152037	0.713329	-0.257280	0.042863	0.012297
35	42	47.250000	0.152037	0.745676	-0.266470	0.031489	0.012488
35	43	47.500000	0.152037	0.680248	-0.252258	0.036151	0.011996
35	44	47.000000	0.152037	0.813682	-0.280820	0.029561	0.012854
35	45	46.625000	0.152037	0.923324	-0.303292	0.034704	0.013436
35	46	46.875000	0.152037	0.849381	-0.290478	0.036745	0.012978
35	47	47.125000	0.152037	0.778195	-0.279210	0.029232	0.012488
35	48	46.750000	0.152037	0.886779	-0.300792	0.032983	0.013112
35	49	47.250000	0.152037	0.742718	-0.275604	0.037339	0.012167
35	50	47.500000	0.152037	0.674783	-0.261832	0.043191	0.011692
35	51	47.375000	0.152037	0.707365	-0.271154	0.038695	0.011842
35	52	47.500000	0.152037	0.673096	-0.264064	0.044977	0.011581
35	53	47.250000	0.152037	0.740688	-0.281560	0.036112	0.011965
35	54	47.750000	0.152037	0.607183	-0.247678	0.048743	0.011024
35	55	47.375000	0.152037	0.704466	-0.276520	0.045166	0.011641
35	56	47.750000	0.152037	0.604901	-0.250412	0.037394	0.010936
35	57	48.125000	0.152037	0.513876	-0.226570	0.039591	0.010133
35	58	48.625000	0.152037	0.406680	-0.193834	0.043313	0.009107
35	59	48.625000	0.152037	0.404408	-0.194300	0.043424	0.009042
35	60	48.125000	0.152037	0.508428	-0.229532	0.045089	0.009958
35	61	48.125000	0.152037	0.506508	-0.230462	0.046978	0.009900
35	62	48.000000	0.152037	0.534050	-0.240836	0.044841	0.010099
35	63	48.000000	0.152037	0.532110	-0.241924	0.048126	0.010037
35	64	48.125000	0.152037	0.500350	-0.233722	0.045521	0.009728
35	65	47.875000	0.152037	0.559336	-0.255302	0.057688	0.010176
35	66	47.750000	0.152037	0.590482	-0.268972	0.054832	0.010351
35	67	48.375000	0.152037	0.436830	-0.216670	0.051391	0.009009
35	68	49.000000	0.152037	0.312135	-0.174820	0.048193	0.007676
35	69	48.500000	0.152037	0.404929	-0.208454	0.048632	0.008581
35	70	49.000000	0.152037	0.305658	-0.176396	0.045241	0.007545
35	71	49.000000	0.152037	0.302249	-0.176546	0.044935	0.007445
35	72	49.000000	0.152037	0.298768	-0.176760	0.037368	0.007366
35	73	48.625000	0.152037	0.366301	-0.204722	0.052695	0.008031
35	74	48.750000	0.152037	0.337626	-0.195886	0.051128	0.007698
35	75	48.875000	0.152037	0.309687	-0.188248	0.042488	0.007368
35	76	48.625000	0.152037	0.355347	-0.210712	0.046600	0.007828
35	77	48.250000	0.152037	0.437325	-0.246108	0.056408	0.008543
35	78	48.750000	0.152037	0.320978	-0.201652	0.054271	0.007353
35	79	49.000000	0.152037	0.272494	-0.178166	0.048129	0.006772
35	80	49.000000	0.152037	0.272555	-0.178204	0.048097	0.006774
35	81	49.500000	0.152037	0.192895	-0.140380	0.052215	0.005691
35	82	50.375000	0.152037	0.097756	-0.080630	0.036608	0.003824
35	83	50.750000	0.152037	0.071791	-0.059722	0.025200	0.003057
35	84	50.625000	0.152037	0.079595	-0.065512	0.033024	0.003261
35	85	50.500000	0.152037	0.088204	-0.072832	0.041544	0.003528
35	86	50.250000	0.152037	0.108398	-0.088016	0.036064	0.004072
35	87	49.625000	0.152037	0.176237	-0.130322	0.050232	0.005393
35	88	48.750000	0.152037	0.320130	-0.199028	0.055953	0.007305
35	89	48.625000	0.152037	0.345786	-0.211156	0.065545	0.007553
35	90	48.750000	0.152037	0.320270	-0.199118	0.055984	0.007308
35	91	48.000000	0.152037	0.498352	-0.276368	0.063368	0.008982
35	92	47.875000	0.152037	0.533811	-0.288092	0.052885	0.009239
35	93	48.000000	0.152037	0.498571	-0.276488	0.063383	0.008986
35	94	48.625000	0.152037	0.346164	-0.211390	0.065656	0.007562
35	95	48.625000	0.152037	0.346241	-0.211436	0.065647	0.007563
35	96	48.625000	0.152037	0.346317	-0.211478	0.065655	0.007565
35	97	48.500000	0.152037	0.373643	-0.224396	0.063680	0.007868
35	98	47.875000	0.152037	0.534513	-0.288472	0.052931	0.009251
35	99	48.250000	0.152037	0.433154	-0.250998	0.070809	0.008448
35	100	48.750000	0.152037	0.320973	-0.199554	0.056105	0.007324
35	101	48.500000	0.152037	0.373971	-0.224592	0.063720	0.007875
35	102	49.250000	0.152037	0.231569	-0.160084	0.041560	0.006253
35	103	49.375000	0.152037	0.212121	-0.151176	0.047872	0.005996
35	104	49.375000	0.152037	0.212167	-0.151208	0.047936	0.005996
35	105	49.375000	0.152037	0.212214	-0.151240	0.047856	0.005998
35	106	49.125000	0.152037	0.245640	-0.166808	0.044312	0.006350
35	107	49.500000	0.152037	0.182508	-0.138100	0.052280	0.005410
35	108	49.500000	0.152037	0.175707	-0.137884	0.054032	0.005264
35	109	49.125000	0.152037	0.222086	-0.168022	0.063960	0.005895
35	110	48.875000	0.152037	0.260178	-0.190394	0.076184	0.006275
35	111	49.000000	0.152037	0.227973	-0.175452	0.061095	0.005793
35	112	49.000000	0.152037	0.220508	-0.177206	0.071576	0.005634
35	113	48.500000	0.152037	0.310750	-0.230148	0.071144	0.006514
35	114	49.000000	0.152037	0.203022	-0.168458	0.069264	0.005160
35	115	49.750000	0.152037	0.097203	-0.097252	0.052216	0.003400
35	116	49.625000	0.152037	0.102539	-0.103658	0.051840	0.003440
35	117	49.500000	0.152037	0.109907	-0.113474	0.058368	0.003546
35	118	49.500000	0.152037	0.101966	-0.109864	0.062176	0.003361
35	119	49.250000	0.152037	0.123305	-0.128972	0.058552	0.003616
35	120	49.625000	0.152037	0.075194	-0.086882	0.050912	0.002644
36	1	45.750000	0.315239	2.423140	-0.294960	0.006439	0.018698
36	2	46.125000	0.315239	2.311855	-0.287672	0.016573	0.018998
36	3	46.375000	0.315239	2.238549	-0.281948	0.015827	0.019146
36	4	45.625000	0.315239	2.455395	-0.299864	0.008081	0.018443
36	5	45.125000	0.315239	2.606956	-0.312270	0.011501	0.017876
36	6	45.375000	0.315239	2.528167	-0.307356	0.017696	0.018091
36	7	44.500000	0.315239	2.805642	-0.328134	0.010647	0.016985
36	8	43.875000	0.315239	3.013597	-0.337048	0.009857	0.016148
36	9	45.250000	0.315239	2.563020	-0.313738	0.013021	0.017810
36	10	45.875000	0.315239	2.369574	-0.301142	0.013060	0.018404
36	11	46.625000	0.315239	2.148068	-0.283920	0.011578	0.018988
36	12	45.875000	0.315239	2.365604	-0.302872	0.015085	0.018306
36	13	47.000000	0.315239	2.036914	-0.277964	0.013187	0.019148
36	14	47.000000	0.315239	2.033826	-0.278906	0.011455	0.019103
36	15	45.875000	0.315239	2.359569	-0.305898	0.014238	0.018165
36	16	45.375000	0.315239	2.513948	-0.318676	0.013525	0.017603
36	17	44.125000	0.315239	2.928483	-0.343052	0.014376	0.016010
36	18	44.250000	0.315239	2.885544	-0.341608	0.013529	0.016131
36	19	44.000000	0.315239	2.971714	-0.348768	0.021399	0.015694
36	20	43.625000	0.315239	3.104933	-0.358326	0.006355	0.015024
36	21	43.250000	0.315239	3.240928	-0.362198	0.005297	0.014449
36	22	43.625000	0.315239	3.106203	-0.360192	0.008047	0.014928
36	23	43.625000	0.315239	3.106870	-0.361526	0.011023	0.014860
36	24	43.750000	0.315239	3.062368	-0.360753	0.008772	0.014998
36	25	43.625000	0.315239	3.108349	-0.364494	0.012100	0.014728
36	26	43.500000	0.315239	3.155033	-0.367108	0.002005	0.014496
36	27	43.000000	0.315239	3.341010	-0.372336	0.010305	0.013735
36	28	43.375000	0.315239	3.203244	-0.370574	0.004753	0.014210
36	29	43.375000	0.315239	3.204459	-0.372042	0.004320	0.014165
36	30	42.625000	0.315239	3.488007	-0.381002	0.010332	0.012975
36	31	43.500000	0.315239	3.160208	-0.373794	0.000902	0.014194
36	32	42.625000	0.315239	3.492499	-0.383772	0.010582	0.012862
36	33	42.625000	0.315239	3.494812	-0.385120	0.012913	0.012791
36	34	42.625000	0.315239	3.497205	-0.386496	0.011631	0.012698
36	35	43.625000	0.315239	3.117424	-0.377966	0.002016	0.014115
36	36	44.500000	0.315239	2.791959	-0.365004	0.015938	0.015330
36	37	44.125000	0.315239	2.930682	-0.374194	0.008249	0.014715
36	38	44.500000	0.315239	2.791245	-0.368686	0.013134	0.015198
36	39	45.250000	0.315239	2.520092	-0.352160	0.016304	0.016118
36	40	45.625000	0.315239	2.387693	-0.344806	0.013466	0.016507
36	41	46.000000	0.315239	2.257432	-0.336030	0.018206	0.016829
36	42	45.750000	0.315239	2.340039	-0.344950	0.016483	0.016498
36	43	45.125000	0.315239	2.558896	-0.360538	0.014626	0.015733
36	44	46.125000	0.315239	2.206530	-0.336882	0.023846	0.016755
36	45	46.500000	0.315239	2.078763	-0.327432	0.019489	0.017021
36	46	44.750000	0.315239	2.693951	-0.375910	0.021147	0.014996
36	47	44.375000	0.315239	2.837185	-0.387850	0.010880	0.014332
36	48	43.500000	0.315239	3.183062	-0.399972	0.004992	0.013054
36	49	43.625000	0.315239	3.134652	-0.400932	0.003372	0.013164
36	50	43.625000	0.315239	3.136164	-0.402806	0.005997	0.013101
36	51	44.625000	0.315239	2.739662	-0.389034	0.013016	0.014422
36	52	43.750000	0.315239	3.088536	-0.405430	0.011618	0.013122
36	53	43.500000	0.315239	3.192221	-0.409720	0.001701	0.012693
36	54	43.000000	0.315239	3.400818	-0.414634	0.007095	0.011981
36	55	43.500000	0.315239	3.196262	-0.413198	0.006994	0.012540
36	56	44.750000	0.315239	2.688537	-0.395596	0.018785	0.014226
36	57	44.750000	0.315239	2.687962	-0.398286	0.021149	0.014137
36	58	44.875000	0.315239	2.637660	-0.396316	0.024235	0.014261
36	59	45.250000	0.315239	2.489405	-0.389789	0.009600	0.014659
36	60	45.750000	0.315239	2.294788	-0.379682	0.011215	0.015176
36	61	45.375000	0.315239	2.436929	-0.390807	0.015951	0.014659
36	62	45.000000	0.315239	2.584867	-0.403928	0.010923	0.014058
36	63	44.125000	0.315239	2.948817	-0.423934	0.005091	0.012742
36	64	43.125000	0.315239	3.381333	-0.435846	-0.000906	0.011322
36	65	41.750000	0.315239	3.986329	-0.435737	0.002550	0.009633
36	66	42.750000	0.315239	3.554070	-0.440856	-0.000463	0.010715
36	67	42.875000	0.315239	3.503563	-0.443054	-0.001726	0.010762
36	68	42.500000	0.315239	3.674680	-0.443572	0.003475	0.010318
36	69	42.750000	0.315239	3.568726	-0.446698	-0.005222	0.010479
36	70	42.000000	0.315239	3.908861	-0.445470	0.003633	0.009681
36	71	41.750000	0.315239	4.028241	-0.448613	0.000906	0.009230
36	72	41.250000	0.315239	4.260061	-0.444179	-0.010250	0.008797
36	73	40.750000	0.315239	4.490393	-0.437818	-0.017494	0.008497
36	74	40.625000	0.315239	4.554951	-0.434950	-0.011448	0.008548
36	75	40.375000	0.315239	4.673998	-0.431408	-0.012058	0.008461
36	76	41.250000	0.315239	4.298624	-0.449163	-0.013489	0.008798
36	77	41.750000	0.315239	4.081005	-0.460078	-0.003407	0.008920
36	78	42.625000	0.315239	3.682227	-0.470414	-0.004387	0.009596
36	79	43.125000	0.315239	3.449958	-0.470926	-0.000973	0.010178
36	80	44.250000	0.315239	2.921720	-0.466410	0.007568	0.011499
36	81	44.375000	0.315239	2.864147	-0.464562	0.011696	0.011639
36	82	44.375000	0.315239	2.864775	-0.464664	0.011633	0.011642
36	83	46.125000	0.315239	2.079759	-0.420838	0.036911	0.013784
36	84	46.000000	0.315239	2.133289	-0.427080	0.024992	0.013634
36	85	46.375000	0.315239	1.977228	-0.408196	0.019814	0.014101
36	86	46.875000	0.315239	1.777981	-0.389048	0.027248	0.014555
36	87	48.125000	0.315239	1.326957	-0.334700	0.029917	0.015161
36	88	47.500000	0.315239	1.544822	-0.361392	0.024917	0.014974
36	89	48.000000	0.315239	1.369772	-0.340368	0.025003	0.015136
36	90	48.250000	0.315239	1.286342	-0.328772	0.031307	0.015166
36	91	48.750000	0.315239	1.128686	-0.302284	0.036855	0.015053
36	92	48.625000	0.315239	1.167184	-0.309168	0.031284	0.015119
36	93	50.000000	0.315239	0.796638	-0.228994	0.041448	0.013948
36	94	49.625000	0.315239	0.887136	-0.251332	0.030928	0.014433
36	95	50.000000	0.315239	0.796988	-0.229094	0.041488	0.013954
36	96	50.250000	0.315239	0.741570	-0.216900	0.027487	0.013714
36	97	49.875000	0.315239	0.826499	-0.237348	0.040000	0.014170
36	98	49.875000	0.315239	0.826680	-0.237396	0.039999	0.014173
36	99	48.750000	0.315239	1.130666	-0.302814	0.036927	0.015079
36	100	48.750000	0.315239	1.130913	-0.302880	0.036914	0.015084
36	101	49.250000	0.315239	0.986578	-0.273098	0.042700	0.014766
36	102	49.125000	0.315239	1.021472	-0.282222	0.047712	0.014908
36	103	48.500000	0.315239	1.209134	-0.316758	0.036839	0.015177
36	104	48.375000	0.315239	1.249462	-0.323574	0.030539	0.015210
36	105	48.125000	0.315239	1.332199	-0.336022	0.030066	0.015220
36	106	47.875000	0.315239	1.392670	-0.351962	0.032659	0.014876
36	107	47.875000	0.315239	1.367139	-0.351732	0.040390	0.014578
36	108	46.750000	0.315239	1.795426	-0.419834	0.039738	0.013831
36	109	46.250000	0.315239	2.002458	-0.450792	0.016147	0.013123
36	110	45.000000	0.315239	2.586820	-0.492132	0.009552	0.011451
36	111	44.625000	0.315239	2.779665	-0.505646	0.012638	0.010757
36	112	44.500000	0.315239	2.844168	-0.511244	0.013363	0.010408
36	113	44.500000	0.315239	2.854742	-0.518444	0.001282	0.010215
36	114	44.250000	0.315239	2.994627	-0.523972	0.002800	0.009844
36	115	42.375000	0.315239	3.970434	-0.492439	-0.022821	0.009298
36	116	41.000000	0.315239	4.632546	-0.440043	-0.023724	0.010255
36	117	42.125000	0.315239	4.134598	-0.478730	-0.016056	0.009698
36	118	40.625000	0.315239	4.827302	-0.417176	-0.020592	0.011143
36	119	40.750000	0.315239	4.796531	-0.416058	-0.022030	0.011559
36	120	40.625000	0.315239	4.866775	-0.405615	-0.018749	0.012056
37	1	45.125000	0.448597	3.276257	-0.263124	0.006937	0.019855
37	2	45.625000	0.448597	3.143413	-0.256482	0.006224	0.020490
37	3	47.000000	0.448597	2.797185	-0.240032	0.008505	0.022011
37	4	44.750000	0.448597	3.368368	-0.269772	0.009445	0.019157
37	5	44.125000	0.448597	3.538304	-0.278688	-0.002285	0.018141
37	6	43.625000	0.448597	3.677105	-0.284268	0.005613	0.017314
37	7	44.625000	0.448597	3.395258	-0.275036	0.009672	0.018823
37	8	45.625000	0.448597	3.123993	-0.263012	0.013033	0.020227
37	9	45.625000	0.448597	3.120673	-0.264416	0.009428	0.020182
37	10	46.500000	0.448597	2.890810	-0.252064	0.008753	0.021167
37	11	47.375000	0.448597	2.670801	-0.239204	0.009016	0.021954
37	12	46.750000	0.448597	2.819300	-0.250222	0.012840	0.021342
37	13	47.375000	0.448597	2.661055	-0.241234	0.007141	0.021855
37	14	47.875000	0.448597	2.536542	-0.235510	0.008570	0.022304
37	15	48.250000	0.448597	2.443220	-0.231336	0.011026	0.022589
37	16	46.875000	0.448597	2.769780	-0.250750	0.008902	0.021250
37	17	47.125000	0.448597	2.702522	-0.248472	0.011105	0.021470
37	18	46.875000	0.448597	2.760335	-0.252766	0.006655	0.021181
37	19	47.625000	0.448597	2.568809	-0.243390	0.010256	0.021880
37	20	48.125000	0.448597	2.442946	-0.237242	0.010851	0.022270
37	21	47.000000	0.448597	2.713730	-0.254072	0.013626	0.021165
37	22	46.625000	0.448597	2.805481	-0.261288	0.008631	0.020761
37	23	46.000000	0.448597	2.967534	-0.272356	0.015472	0.019958
37	24	49.125000	0.448597	2.185561	-0.225352	0.015398	0.022796
37	25	49.375000	0.448597	2.122774	-0.220522	0.011406	0.022820
37	26	48.000000	0.448597	2.435839	-0.243907	0.006166	0.021874
37	27	49.750000	0.448597	2.026161	-0.217020	0.009036	0.022963
37	28	49.625000	0.448597	2.045830	-0.219478	0.003937	0.022827
37	29	50.500000	0.448597	1.852959	-0.202918	0.010957	0.022847
37	30	52.625000	0.448597	1.450174	-0.168056	0.008133	0.022603
37	31	52.250000	0.448597	1.505237	-0.174102	0.010612	0.022621
37	32	53.875000	0.448597	1.234582	-0.147996	0.007319	0.021762
