UID	TIME	A	B	C	D	E	F
double	double	double	double	double	double	double	double
100	41	51.250000	0.265892	0.645108	-0.160832	0.019808	0.014038
100	42	52.125000	0.265892	0.510419	-0.135098	0.015026	0.012811
100	43	52.375000	0.265892	0.472014	-0.127196	0.022408	0.012331
100	44	53.500000	0.265892	0.340539	-0.098594	0.016384	0.010553
100	45	53.625000	0.265892	0.323397	-0.094988	0.014002	0.010249
100	46	52.625000	0.265892	0.425115	-0.118456	0.014497	0.011592
100	47	53.000000	0.265892	0.376874	-0.109756	0.013327	0.011035
100	48	53.500000	0.265892	0.319934	-0.095690	0.017832	0.010063
100	49	52.750000	0.265892	0.393789	-0.114602	0.012600	0.011145
100	50	52.750000	0.265892	0.388063	-0.114588	0.009776	0.011090
100	51	52.125000	0.265892	0.458440	-0.131028	0.018112	0.011868
100	52	52.000000	0.265892	0.468782	-0.134286	0.017329	0.011948
100	53	52.750000	0.265892	0.370306	-0.113578	0.018065	0.010802
100	54	52.750000	0.265892	0.364303	-0.112760	0.018120	0.010658
100	55	52.750000	0.265892	0.358257	-0.112102	0.015458	0.010512
100	56	52.750000	0.265892	0.352084	-0.111844	0.013473	0.010438
100	57	52.125000	0.265892	0.419945	-0.126982	0.021680	0.011141
100	58	51.625000	0.265892	0.480658	-0.144062	0.021208	0.011856
100	59	52.250000	0.265892	0.390970	-0.122508	0.014383	0.010738
100	60	52.000000	0.265892	0.415457	-0.129144	0.018743	0.010987
100	61	52.000000	0.265892	0.408377	-0.128848	0.018592	0.010847
100	62	51.500000	0.265892	0.469398	-0.145538	0.025712	0.011500
100	63	52.500000	0.265892	0.333393	-0.112890	0.019328	0.009874
100	64	52.250000	0.265892	0.355149	-0.120134	0.020025	0.010163
100	65	51.500000	0.265892	0.446056	-0.143698	0.024336	0.011117
100	66	51.875000	0.265892	0.386248	-0.130914	0.028745	0.010459
100	67	53.125000	0.265892	0.241873	-0.089754	0.020496	0.008170
100	68	53.625000	0.265892	0.194635	-0.074642	0.013944	0.007161
100	69	55.500000	0.265892	0.087585	-0.038284	0.009136	0.004378
100	70	56.500000	0.265892	0.053528	-0.025750	0.004536	0.003175
100	71	54.750000	0.265892	0.111664	-0.046862	0.008232	0.004979
100	72	53.750000	0.265892	0.162108	-0.065314	0.013480	0.006206
100	73	53.875000	0.265892	0.148580	-0.060838	0.012624	0.005843
100	74	54.250000	0.265892	0.122146	-0.051876	0.013480	0.005178
100	75	51.875000	0.265892	0.307286	-0.119620	0.029793	0.008939
100	76	51.625000	0.265892	0.329266	-0.129508	0.028831	0.009256
100	77	51.000000	0.265892	0.407934	-0.157430	0.034416	0.010237
100	78	51.375000	0.265892	0.342660	-0.137808	0.028808	0.009338
100	79	52.000000	0.265892	0.260976	-0.112138	0.025160	0.008188
100	80	51.500000	0.265892	0.322225	-0.132894	0.029271	0.009120
100	81	51.625000	0.265892	0.306051	-0.127548	0.024129	0.008886
100	82	52.375000	0.265892	0.221850	-0.097164	0.026448	0.007441
100	83	49.750000	0.265892	0.631714	-0.221642	0.028370	0.011919
100	84	50.250000	0.265892	0.527474	-0.196378	0.027433	0.011281
100	85	51.125000	0.265892	0.375768	-0.151604	0.034088	0.009831
100	86	51.750000	0.265892	0.290726	-0.122620	0.026511	0.008664
100	87	51.875000	0.265892	0.275792	-0.117426	0.025729	0.008429
100	88	51.500000	0.265892	0.322790	-0.133124	0.029344	0.009136
100	89	52.125000	0.265892	0.247817	-0.107492	0.023712	0.007973
100	90	52.625000	0.265892	0.198981	-0.089318	0.019200	0.007056
100	91	52.750000	0.265892	0.188105	-0.084842	0.025000	0.006795
100	92	53.250000	0.265892	0.150398	-0.066948	0.019840	0.005758
100	93	52.375000	0.265892	0.222384	-0.097398	0.026496	0.007460
100	94	53.375000	0.265892	0.142329	-0.063502	0.015408	0.005577
100	95	53.500000	0.265892	0.134618	-0.060348	0.015992	0.005354
100	96	53.750000	0.265892	0.120311	-0.054348	0.014920	0.004992
100	97	56.250000	0.265892	0.037411	-0.019120	0.005832	0.002249
100	98	56.750000	0.265892	0.028862	-0.015240	0.005224	0.001879
100	99	56.500000	0.265892	0.032909	-0.017070	0.005576	0.002041
100	100	56.500000	0.265892	0.032917	-0.017074	0.005552	0.002042
100	101	55.375000	0.265892	0.057707	-0.027320	0.005768	0.002987
100	102	54.375000	0.265892	0.090881	-0.040948	0.012040	0.004056
100	103	55.000000	0.265892	0.068694	-0.031564	0.008536	0.003337
100	104	55.250000	0.265892	0.061235	-0.028510	0.005856	0.003091
100	105	53.750000	0.265892	0.120549	-0.054454	0.014969	0.005003
100	106	53.625000	0.265892	0.123016	-0.056116	0.020440	0.005024
100	107	53.125000	0.265892	0.144005	-0.067994	0.013432	0.005640
100	108	52.500000	0.265892	0.181117	-0.083002	0.020912	0.006334
100	109	51.875000	0.265892	0.224681	-0.100550	0.026176	0.007006
100	110	52.625000	0.265892	0.147765	-0.072504	0.022248	0.005508
100	111	54.000000	0.265892	0.064863	-0.036526	0.008904	0.003219
100	112	55.375000	0.265892	0.024585	-0.016408	0.005576	0.001657
100	113	55.625000	0.265892	0.017123	-0.011506	0.004744	0.001187
100	114	54.750000	0.265892	0.025877	-0.017738	0.005128	0.001647
100	115	53.750000	0.265892	0.044786	-0.029502	0.011648	0.002417
100	116	54.875000	0.265892	0.017382	-0.012742	0.005640	0.001181
100	117	53.500000	0.265892	0.039519	-0.027056	0.013088	0.002082
100	118	53.875000	0.265892	0.024437	-0.020092	0.008800	0.001598
100	119	53.875000	0.265892	0.020514	-0.017012	0.007760	0.001329
100	120	54.250000	0.265892	0.012047	-0.011138	0.005120	0.000909
101	1	45.375000	0.382623	2.897836	-0.279990	0.014723	0.019193
101	2	46.125000	0.382623	2.689367	-0.270164	0.007288	0.020044
101	3	46.000000	0.382623	2.720409	-0.272442	0.008951	0.019858
101	4	48.000000	0.382623	2.206342	-0.239682	0.013382	0.021591
101	5	49.375000	0.382623	1.888353	-0.215918	0.013516	0.022152
101	6	49.750000	0.382623	1.803202	-0.209916	0.012297	0.022188
101	7	50.750000	0.382623	1.597696	-0.189550	0.015085	0.021961
101	8	50.500000	0.382623	1.640067	-0.195262	0.010541	0.022064
101	9	50.250000	0.382623	1.683730	-0.200380	0.014718	0.022032
101	10	52.125000	0.382623	1.333840	-0.167680	0.011430	0.021551
101	11	51.750000	0.382623	1.391680	-0.174638	0.011987	0.021670
101	12	51.125000	0.382623	1.497478	-0.184620	0.012771	0.021716
101	13	51.500000	0.382623	1.423203	-0.178938	0.009697	0.021603
101	14	51.500000	0.382623	1.416768	-0.179244	0.012756	0.021526
101	15	51.125000	0.382623	1.478778	-0.185416	0.008480	0.021503
101	16	49.750000	0.382623	1.746449	-0.212856	0.013618	0.021605
101	17	50.000000	0.382623	1.687757	-0.208810	0.011209	0.021635
101	18	51.625000	0.382623	1.368070	-0.177790	0.012680	0.021285
101	19	53.375000	0.382623	1.077163	-0.147078	0.014949	0.020229
101	20	53.000000	0.382623	1.126900	-0.154492	0.010054	0.020505
101	21	52.875000	0.382623	1.139294	-0.156310	0.011252	0.020486
101	22	51.500000	0.382623	1.363057	-0.180958	0.013144	0.021031
101	23	51.750000	0.382623	1.311452	-0.175658	0.011351	0.020822
101	24	52.375000	0.382623	1.198094	-0.164856	0.009154	0.020510
101	25	53.250000	0.382623	1.053204	-0.150058	0.007446	0.019950
101	26	52.500000	0.382623	1.163070	-0.162254	0.011936	0.020220
101	27	52.500000	0.382623	1.155714	-0.162116	0.009961	0.020159
101	28	52.875000	0.382623	1.088328	-0.156680	0.011744	0.019979
101	29	52.875000	0.382623	1.080731	-0.156558	0.012056	0.019831
101	30	53.375000	0.382623	0.996654	-0.148890	0.011155	0.019491
101	31	52.625000	0.382623	1.104898	-0.160508	0.012685	0.019793
101	32	51.625000	0.382623	1.266840	-0.179840	0.015461	0.020256
101	33	52.875000	0.382623	1.049469	-0.156680	0.005913	0.019535
101	34	52.500000	0.382623	1.101070	-0.162388	0.013022	0.019609
101	35	52.625000	0.382623	1.072763	-0.159852	0.010386	0.019414
101	36	52.000000	0.382623	1.168634	-0.173412	0.013153	0.019824
101	37	50.500000	0.382623	1.444115	-0.207444	0.014107	0.020390
101	38	49.375000	0.382623	1.683588	-0.234584	0.017758	0.020352
101	39	52.250000	0.382623	1.100616	-0.168006	0.014910	0.019328
101	40	51.625000	0.382623	1.201252	-0.181192	0.015001	0.019626
101	41	53.875000	0.382623	0.834722	-0.138246	0.012913	0.018039
101	42	54.125000	0.382623	0.792214	-0.132888	0.012663	0.017643
101	43	52.500000	0.382623	1.023952	-0.163932	0.011838	0.018886
101	44	53.375000	0.382623	0.879289	-0.145368	0.011968	0.018010
101	45	51.750000	0.382623	1.134025	-0.178504	0.013442	0.019053
101	46	51.750000	0.382623	1.124719	-0.178556	0.014790	0.018959
101	47	51.750000	0.382623	1.115319	-0.178734	0.012652	0.018879
101	48	53.125000	0.382623	0.879107	-0.150716	0.012846	0.017886
101	49	52.250000	0.382623	1.008792	-0.169058	0.016578	0.018469
101	50	53.125000	0.382623	0.859708	-0.150030	0.014640	0.017669
101	51	53.750000	0.382623	0.760469	-0.137088	0.010080	0.016962
101	52	54.500000	0.382623	0.653738	-0.121842	0.011320	0.015975
101	53	53.625000	0.382623	0.758116	-0.138836	0.008449	0.016810
101	54	53.875000	0.382623	0.713870	-0.134422	0.012729	0.016522
101	55	56.250000	0.382623	0.439667	-0.090144	0.013047	0.013342
101	56	56.375000	0.382623	0.419778	-0.086814	0.010872	0.012908
101	57	54.750000	0.382623	0.575277	-0.113936	0.012563	0.014890
101	58	51.750000	0.382623	1.002059	-0.179388	0.016432	0.017809
101	59	51.125000	0.382623	1.109038	-0.198908	0.014381	0.018251
101	60	52.625000	0.382623	0.831648	-0.159844	0.012357	0.016964
101	61	51.250000	0.382623	1.061772	-0.195836	0.015379	0.017943
101	62	52.375000	0.382623	0.848728	-0.165714	0.015416	0.016950
101	63	51.750000	0.382623	0.944415	-0.179484	0.023055	0.017203
101	64	51.000000	0.382623	1.076401	-0.203182	0.017348	0.017767
101	65	51.250000	0.382623	1.014246	-0.196240	0.021129	0.017505
101	66	52.125000	0.382623	0.841272	-0.172232	0.017655	0.016711
101	67	52.000000	0.382623	0.850137	-0.175660	0.012576	0.016696
101	68	52.000000	0.382623	0.836836	-0.176218	0.017282	0.016592
101	69	50.750000	0.382623	1.064117	-0.209762	0.020029	0.017253
101	70	53.000000	0.382623	0.647654	-0.148198	0.019143	0.015173
101	71	54.625000	0.382623	0.429811	-0.104488	0.015353	0.012466
101	72	53.625000	0.382623	0.532688	-0.129522	0.021105	0.013891
101	73	53.000000	0.382623	0.604293	-0.145546	0.018608	0.014549
101	74	53.000000	0.382623	0.589319	-0.145268	0.017720	0.014396
101	75	54.375000	0.382623	0.403974	-0.103860	0.017423	0.011785
101	76	53.000000	0.382623	0.557697	-0.141396	0.025328	0.013839
101	77	53.625000	0.382623	0.461056	-0.120642	0.014328	0.012540
101	78	55.250000	0.382623	0.284885	-0.080390	0.010872	0.009686
101	79	58.125000	0.382623	0.119499	-0.034410	0.007512	0.005303
101	80	57.000000	0.382623	0.166025	-0.048990	0.011664	0.006855
101	81	56.375000	0.382623	0.199532	-0.058014	0.008560	0.007714
101	82	54.625000	0.382623	0.332392	-0.095830	0.018231	0.010777
101	83	53.750000	0.382623	0.425964	-0.117474	0.014169	0.012173
101	84	53.625000	0.382623	0.440926	-0.120812	0.019559	0.012322
101	85	53.875000	0.382623	0.411641	-0.114788	0.013064	0.011991
101	86	53.875000	0.382623	0.411731	-0.114814	0.013072	0.011995
101	87	53.625000	0.382623	0.441216	-0.120892	0.019559	0.012330
101	88	54.625000	0.382623	0.332829	-0.095956	0.018239	0.010792
101	89	55.500000	0.382623	0.258090	-0.076150	0.015640	0.009302
101	90	53.750000	0.382623	0.426618	-0.117654	0.014233	0.012190
101	91	55.125000	0.382623	0.288429	-0.083948	0.008704	0.009881
101	92	56.625000	0.382623	0.185897	-0.054450	0.011160	0.007431
101	93	56.500000	0.382623	0.192893	-0.056478	0.008423	0.007576
101	94	57.000000	0.382623	0.166534	-0.049138	0.011704	0.006876
101	95	56.375000	0.382623	0.200145	-0.058190	0.008560	0.007737
101	96	56.500000	0.382623	0.193020	-0.056516	0.008432	0.007582
101	97	56.625000	0.382623	0.186101	-0.054510	0.011120	0.007438
101	98	57.750000	0.382623	0.133781	-0.039188	0.008192	0.005869
101	99	58.125000	0.382623	0.120023	-0.034562	0.007592	0.005326
101	100	57.500000	0.382623	0.144038	-0.042160	0.005776	0.006197
101	101	59.625000	0.382623	0.077118	-0.023696	0.003192	0.004084
101	102	61.625000	0.382623	0.040335	-0.013384	0.002472	0.002606
101	103	61.500000	0.382623	0.042046	-0.013946	0.003616	0.002692
101	104	60.500000	0.382623	0.058527	-0.019056	0.002408	0.003465
101	105	59.875000	0.382623	0.071428	-0.022344	0.003200	0.003907
101	106	59.625000	0.382623	0.070923	-0.023306	0.005600	0.003933
101	107	58.750000	0.382623	0.084429	-0.027194	0.004824	0.004318
101	108	59.375000	0.382623	0.062070	-0.020720	0.004928	0.003413
101	109	60.750000	0.382623	0.032831	-0.012612	0.002688	0.002263
101	110	61.250000	0.382623	0.022845	-0.009660	0.002184	0.001779
101	111	61.750000	0.382623	0.014802	-0.006566	0.001088	0.001232
101	112	62.250000	0.382623	0.009929	-0.004470	0.000560	0.000867
101	113	62.750000	0.382623	0.005594	-0.002844	0.000720	0.000557
101	114	63.875000	0.382623	0.002788	-0.001496	0.000104	0.000319
101	115	63.625000	0.382623	0.002395	-0.001308	0.000448	0.000272
101	116	64.125000	0.382623	0.000656	-0.000380	0.000312	0.000077
101	117	64.375000	0.382623	0.000446	-0.000358	0.000168	0.000075
101	118	63.625000	0.382623	0.000643	-0.000414	0.000424	0.000080
101	119	66.125000	0.382623	0.000165	-0.000140	-0.000040	0.000033
101	120	66.000000	0.382623	0.000066	-0.000072	0.000000	0.000015
102	1	44.375000	0.177243	1.863827	-0.361638	0.021618	0.017500
102	2	44.750000	0.177243	1.732516	-0.348598	0.018240	0.017358
102	3	45.125000	0.177243	1.605318	-0.338464	0.016646	0.017129
102	4	45.250000	0.177243	1.564471	-0.334736	0.028070	0.017022
102	5	45.250000	0.177243	1.565723	-0.335616	0.026490	0.016993
102	6	45.500000	0.177243	1.484213	-0.325954	0.022617	0.016829
102	7	46.125000	0.177243	1.288900	-0.300226	0.025294	0.016384
102	8	46.250000	0.177243	1.251904	-0.296294	0.024269	0.016225
102	9	46.625000	0.177243	1.143601	-0.281466	0.024347	0.015876
102	10	46.375000	0.177243	1.215366	-0.292902	0.028218	0.016050
102	11	45.750000	0.177243	1.407598	-0.321722	0.029498	0.016485
102	12	45.250000	0.177243	1.574733	-0.342760	0.027943	0.016766
102	13	45.500000	0.177243	1.491459	-0.333638	0.021985	0.016594
102	14	45.625000	0.177243	1.450974	-0.330202	0.022501	0.016454
102	15	46.125000	0.177243	1.291598	-0.308684	0.026533	0.016084
102	16	46.250000	0.177243	1.253533	-0.303982	0.031695	0.015944
102	17	46.250000	0.177243	1.253731	-0.304884	0.033386	0.015903
102	18	45.500000	0.177243	1.496959	-0.339418	0.021225	0.016414
102	19	45.125000	0.177243	1.628164	-0.353492	0.026063	0.016594
102	20	45.125000	0.177243	1.629706	-0.354872	0.026747	0.016552
102	21	45.875000	0.177243	1.374373	-0.328398	0.026293	0.016021
102	22	45.875000	0.177243	1.375064	-0.329698	0.027596	0.015984
102	23	46.250000	0.177243	1.255138	-0.311646	0.029938	0.015687
102	24	46.500000	0.177243	1.178658	-0.301666	0.025311	0.015417
102	25	46.500000	0.177243	1.178622	-0.303010	0.024208	0.015374
102	26	46.625000	0.177243	1.140846	-0.299456	0.024771	0.015191
102	27	46.625000	0.177243	1.140655	-0.300728	0.024137	0.015148
102	28	46.125000	0.177243	1.296524	-0.324956	0.037535	0.015562
102	29	45.750000	0.177243	1.422772	-0.343638	0.025921	0.015770
102	30	45.625000	0.177243	1.467093	-0.349370	0.019132	0.015815
102	31	45.125000	0.177243	1.648313	-0.368740	0.018505	0.016166
102	32	44.875000	0.177243	1.743562	-0.376858	0.012323	0.016344
102	33	45.375000	0.177243	1.560012	-0.363602	0.027468	0.015877
102	34	46.250000	0.177243	1.257930	-0.326854	0.038089	0.015203
102	35	46.500000	0.177243	1.177942	-0.314538	0.029901	0.014936
102	36	46.750000	0.177243	1.100141	-0.306518	0.024937	0.014608
102	37	47.000000	0.177243	1.024412	-0.294322	0.030168	0.014309
102	38	47.250000	0.177243	0.951203	-0.283658	0.040096	0.013955
102	39	47.125000	0.177243	0.986297	-0.291108	0.023887	0.014052
102	40	47.625000	0.177243	0.845895	-0.265282	0.031999	0.013385
102	41	47.125000	0.177243	0.984508	-0.293222	0.025913	0.013949
102	42	47.125000	0.177243	0.983576	-0.294448	0.026751	0.013899
102	43	48.000000	0.177243	0.744282	-0.246764	0.044043	0.012700
102	44	48.125000	0.177243	0.711942	-0.239586	0.034433	0.012469
102	45	49.125000	0.177243	0.497056	-0.185322	0.034888	0.010770
102	46	49.500000	0.177243	0.428311	-0.166696	0.033247	0.010062
102	47	49.625000	0.177243	0.404940	-0.160718	0.029039	0.009765
102	48	50.000000	0.177243	0.344944	-0.143288	0.026922	0.008980
102	49	49.625000	0.177243	0.398861	-0.161424	0.030576	0.009657
102	50	49.750000	0.177243	0.375951	-0.154714	0.036144	0.009311
102	51	50.125000	0.177243	0.318089	-0.137838	0.025592	0.008574
102	52	49.750000	0.177243	0.369638	-0.154256	0.032385	0.009160
102	53	50.125000	0.177243	0.311534	-0.137940	0.033503	0.008431
102	54	50.500000	0.177243	0.259755	-0.121582	0.025865	0.007694
102	55	51.125000	0.177243	0.188935	-0.093770	0.023783	0.006389
102	56	50.875000	0.177243	0.210526	-0.104856	0.031440	0.006868
102	57	51.000000	0.177243	0.194695	-0.097864	0.028263	0.006469
102	58	50.250000	0.177243	0.277438	-0.131356	0.028201	0.007810
102	59	50.125000	0.177243	0.290452	-0.136794	0.030319	0.007965
102	60	49.500000	0.177243	0.382248	-0.169482	0.030897	0.009083
102	61	49.000000	0.177243	0.470003	-0.199186	0.043263	0.009927
102	62	48.500000	0.177243	0.574825	-0.234282	0.040279	0.010767
102	63	47.875000	0.177243	0.731382	-0.278234	0.035865	0.011658
102	64	48.500000	0.177243	0.567770	-0.234688	0.044617	0.010587
102	65	49.125000	0.177243	0.430506	-0.193374	0.037919	0.009394
102	66	49.125000	0.177243	0.426439	-0.194428	0.036119	0.009320
102	67	48.750000	0.177243	0.499775	-0.217970	0.039335	0.009866
102	68	48.750000	0.177243	0.495582	-0.217990	0.044106	0.009778
102	69	49.500000	0.177243	0.343924	-0.173028	0.040303	0.008377
102	70	49.500000	0.177243	0.339205	-0.173318	0.038088	0.008291
102	71	49.625000	0.177243	0.313055	-0.166160	0.039544	0.007959
102	72	49.500000	0.177243	0.329179	-0.174682	0.039561	0.008108
102	73	49.750000	0.177243	0.282082	-0.157620	0.048049	0.007499
102	74	49.875000	0.177243	0.257459	-0.148038	0.043272	0.007129
102	75	51.125000	0.177243	0.117330	-0.074614	0.028464	0.004396
102	76	50.500000	0.177243	0.168313	-0.104680	0.034999	0.005510
102	77	51.250000	0.177243	0.100105	-0.066796	0.026400	0.003943
102	78	50.500000	0.177243	0.158136	-0.102932	0.033576	0.005270
102	79	50.750000	0.177243	0.131177	-0.090900	0.033512	0.004772
102	80	50.500000	0.177243	0.155661	-0.104762	0.034160	0.005277
102	81	50.625000	0.177243	0.143018	-0.097836	0.035408	0.005038
102	82	51.125000	0.177243	0.100965	-0.070628	0.032328	0.003980
102	83	50.875000	0.177243	0.120337	-0.084308	0.033168	0.004527
102	84	51.625000	0.177243	0.071072	-0.050450	0.020048	0.003095
102	85	51.875000	0.177243	0.059485	-0.042296	0.020048	0.002726
102	86	52.250000	0.177243	0.045706	-0.032648	0.010592	0.002231
102	87	52.000000	0.177243	0.054478	-0.038314	0.020280	0.002510
102	88	51.625000	0.177243	0.071134	-0.050494	0.020048	0.003097
102	89	51.625000	0.177243	0.071150	-0.050506	0.020048	0.003098
102	90	52.000000	0.177243	0.054514	-0.038340	0.020288	0.002512
102	91	51.375000	0.177243	0.084918	-0.059890	0.024296	0.003551
102	92	51.750000	0.177243	0.065127	-0.046482	0.020704	0.002917
102	93	51.000000	0.177243	0.110457	-0.077564	0.035552	0.004273
102	94	51.500000	0.177243	0.077796	-0.054984	0.025032	0.003302
102	95	51.750000	0.177243	0.065170	-0.046510	0.020664	0.002918
102	96	52.000000	0.177243	0.054586	-0.038390	0.020320	0.002514
102	97	51.500000	0.177243	0.077847	-0.055020	0.025072	0.003304
102	98	51.250000	0.177243	0.092859	-0.065090	0.026712	0.003748
102	99	51.625000	0.177243	0.071305	-0.050616	0.020160	0.003104
102	100	50.750000	0.177243	0.131783	-0.091320	0.033656	0.004794
102	101	50.875000	0.177243	0.120812	-0.084642	0.033360	0.004545
102	102	50.500000	0.177243	0.156412	-0.105268	0.034392	0.005303
102	103	50.500000	0.177243	0.156447	-0.105290	0.034384	0.005304
102	104	50.500000	0.177243	0.156481	-0.105314	0.034384	0.005305
102	105	50.375000	0.177243	0.170107	-0.112836	0.040880	0.005580
102	106	50.750000	0.177243	0.127856	-0.086894	0.032600	0.004558
102	107	50.875000	0.177243	0.111063	-0.079060	0.028128	0.004173
102	108	49.875000	0.177243	0.209955	-0.140696	0.049655	0.006072
102	109	49.375000	0.177243	0.275794	-0.178784	0.059528	0.006870
102	110	50.125000	0.177243	0.160524	-0.114746	0.045312	0.005057
102	111	50.000000	0.177243	0.165260	-0.120182	0.045831	0.005076
102	112	49.750000	0.177243	0.187872	-0.136360	0.051400	0.005383
102	113	49.375000	0.177243	0.232799	-0.166136	0.065208	0.005933
102	114	49.750000	0.177243	0.168487	-0.129354	0.049105	0.004916
102	115	49.750000	0.177243	0.159047	-0.127806	0.053024	0.004732
102	116	49.500000	0.177243	0.182472	-0.146548	0.061808	0.005015
102	117	49.125000	0.177243	0.235761	-0.184336	0.064561	0.005626
102	118	49.000000	0.177243	0.246955	-0.195646	0.062616	0.005618
102	119	49.625000	0.177243	0.134697	-0.123970	0.052904	0.004058
102	120	50.250000	0.177243	0.066652	-0.071406	0.030040	0.002635
103	1	43.625000	0.450030	3.689983	-0.278784	0.002609	0.017598
103	2	42.875000	0.450030	3.900643	-0.286534	0.007650	0.016300
103	3	43.875000	0.450030	3.617109	-0.278121	0.008865	0.017891
103	4	43.750000	0.450030	3.650393	-0.280466	0.006971	0.017644
103	5	44.875000	0.450030	3.338329	-0.268434	0.008240	0.019316
103	6	45.625000	0.450030	3.137088	-0.259858	0.011908	0.020315
103	7	45.125000	0.450030	3.265935	-0.267552	0.006231	0.019595
103	8	46.250000	0.450030	2.968781	-0.253914	0.015690	0.021016
103	9	45.875000	0.450030	3.061707	-0.260039	0.001600	0.020519
103	10	46.500000	0.450030	2.897565	-0.251700	0.009342	0.021187
103	11	48.375000	0.450030	2.444877	-0.226934	0.002365	0.022922
103	12	45.875000	0.450030	3.050600	-0.263162	0.009178	0.020380
103	13	45.125000	0.450030	3.248639	-0.272888	0.011341	0.019288
103	14	43.500000	0.450030	3.706947	-0.291036	0.009066	0.016716
103	15	43.875000	0.450030	3.596703	-0.289280	-0.002001	0.017261
103	16	41.625000	0.450030	4.272519	-0.312457	0.002670	0.013159
103	17	41.375000	0.450030	4.351576	-0.313921	0.003384	0.012711
103	18	41.375000	0.450030	4.352530	-0.315029	0.004372	0.012640
103	19	40.000000	0.450030	4.794096	-0.324182	0.000744	0.009873
103	20	39.625000	0.450030	4.918511	-0.326060	0.000187	0.009102
103	21	40.125000	0.450030	4.758156	-0.325899	0.000820	0.009950
103	22	41.000000	0.450030	4.477105	-0.321204	-0.002930	0.011684
103	23	39.750000	0.450030	4.885789	-0.327872	0.001949	0.009153
103	24	38.500000	0.450030	5.300667	-0.330904	-0.002769	0.006795
103	25	38.000000	0.450030	5.470936	-0.332838	0.001366	0.005767
103	26	37.750000	0.450030	5.558989	-0.335135	-0.000263	0.005144
103	27	37.125000	0.450030	5.773350	-0.334743	-0.003315	0.004016
103	28	37.500000	0.450030	5.652597	-0.336271	-0.001751	0.004590
103	29	37.875000	0.450030	5.531150	-0.336955	0.002872	0.005228
103	30	37.125000	0.450030	5.789002	-0.336891	0.001251	0.003823
103	31	37.625000	0.450030	5.625680	-0.338592	-0.009960	0.004658
103	32	37.125000	0.450030	5.799915	-0.337740	-0.004433	0.003803
103	33	36.000000	0.450030	6.182421	-0.333471	-0.003128	0.002044
103	34	36.875000	0.450030	5.895123	-0.335507	-0.000538	0.003466
103	35	36.875000	0.450030	5.900776	-0.336194	0.001022	0.003476
103	36	37.750000	0.450030	5.609267	-0.342052	-0.000755	0.004608
103	37	38.500000	0.450030	5.357773	-0.341162	0.002068	0.006089
103	38	38.000000	0.450030	5.534316	-0.343036	-0.000862	0.005011
103	39	36.625000	0.450030	6.009027	-0.338254	-0.006931	0.002873
103	40	36.375000	0.450030	6.099718	-0.338500	0.003376	0.002390
103	41	35.250000	0.450030	6.483689	-0.331490	-0.001446	0.000902
103	42	35.125000	0.450030	6.531922	-0.330628	-0.006958	0.000783
103	43	35.000000	0.450030	6.579914	-0.329638	0.000362	0.000612
103	44	34.000000	0.450030	6.915348	-0.324840	-0.007046	0.000959
103	45	34.875000	0.450030	6.635270	-0.331747	0.002457	0.000158
103	46	35.500000	0.450030	6.435208	-0.332909	-0.005322	0.001284
103	47	36.000000	0.450030	6.274362	-0.338571	-0.002941	0.001766
103	48	35.375000	0.450030	6.491107	-0.333125	0.001034	0.001056
103	49	36.750000	0.450030	6.032348	-0.343754	-0.000980	0.002736
103	50	36.125000	0.450030	6.253936	-0.340185	-0.009853	0.001920
103	51	37.875000	0.450030	5.656484	-0.350057	-0.003628	0.004469
103	52	36.000000	0.450030	6.311486	-0.338840	-0.008080	0.001802
103	53	34.625000	0.450030	6.780099	-0.330308	-0.011311	0.000032
103	54	33.500000	0.450030	7.153430	-0.318645	-0.002720	0.001129
103	55	33.500000	0.450030	7.161355	-0.318900	-0.004562	0.001195
103	56	31.750000	0.450030	7.710063	-0.300382	-0.005478	0.002640
103	57	31.625000	0.450030	7.754273	-0.298792	-0.004585	0.002732
103	58	32.000000	0.450030	7.648616	-0.300858	-0.005192	0.002158
103	59	32.500000	0.450030	7.504054	-0.305893	-0.009258	0.001715
103	60	31.375000	0.450030	7.847826	-0.294133	-0.002998	0.002693
103	61	33.250000	0.450030	7.287093	-0.312337	-0.007160	0.000880
103	62	32.000000	0.450030	7.675650	-0.297860	-0.007957	0.001774
103	63	33.125000	0.450030	7.341160	-0.309425	-0.006550	0.000752
103	64	33.125000	0.450030	7.348553	-0.308565	-0.005550	0.000656
103	65	31.750000	0.450030	7.768540	-0.293514	-0.003372	0.001786
103	66	30.625000	0.450030	8.099968	-0.284912	-0.004410	0.003144
103	67	30.250000	0.450030	8.211891	-0.282251	-0.002151	0.003618
103	68	29.625000	0.450030	8.393101	-0.279701	-0.004471	0.004665
103	69	30.125000	0.450030	8.257988	-0.281614	-0.000595	0.003811
103	70	31.000000	0.450030	8.015882	-0.284963	-0.005608	0.002371
103	71	30.500000	0.450030	8.163155	-0.282721	-0.001289	0.003170
103	72	30.500000	0.450030	8.168646	-0.282608	-0.002304	0.003135
103	73	31.500000	0.450030	7.889561	-0.287297	-0.003361	0.001596
103	74	31.750000	0.450030	7.823182	-0.288436	-0.004784	0.001195
103	75	32.750000	0.450030	7.537244	-0.295445	-0.004128	0.000063
103	76	31.875000	0.450030	7.798582	-0.288488	-0.003963	0.000936
103	77	33.500000	0.450030	7.328708	-0.297768	-0.003902	0.001353
